gene,211027_01_S001,211027_02_S001,211027_03_S001,211027_04_S001,211027_05_S001,211027_06_S001,211027_07_S001,211027_08_S001,211027_09_S001,211027_10_S001,211027_11_S001,211027_12_S001,211027_13_S001,211027_14_S001,211027_15_S001,211027_16_S001
talA,79.3672,81.327695,289.10945,204.2233,177.24315,127.56255,45.82984,121.93335,262.94525,50.820735,75.151255,304.92365,474.90365,137.81875,132.92745,109.1682
tktB,73.24377,66.921715,331.8247,252.26315,161.45815,111.3287,63.524005,107.70125,287.56255,59.416155,52.4339,317.48705,366.5621,112.03135,123.7849,128.25455
ypfG,41.623865,31.372295,38.138425,33.219655,48.446435,33.93864,27.606745,37.92337,21.02352,19.59161,15.885525,23.984105,31.51134,35.42548,10.7812255,17.495255
yffH,402.28205,344.41905,494.69025,470.0961,474.35145,542.65655,275.29905,522.0977,567.45105,316.38765,307.1205,341.924,636.7221,469.9983,407.30815,288.82285
aegA,18.462115,17.10973,37.2639,29.84898,24.59835,11.366735,10.5384475,25.96128,19.086295,15.67176,9.2544105,16.134515,13.66233,26.001245,12.018955,19.747725
narQ,49.435785,42.31213,38.950075,25.46654,55.634395,26.48991,19.813015,35.56633,20.39033,20.391245,9.020457,22.29617,38.648125,43.791345,5.967291,16.2428
acrD,40.073655,32.462125,28.54835,22.22959,40.79331,32.472635,15.339045,33.80926,26.12743,35.043205,11.3629705,22.01173,29.305755,27.118235,13.26442,23.618685
yffB,287.84325,309.81875,258.29045,160.9682,277.73255,273.08475,123.33565,125.85985,324.90695,244.768,148.1981,119.9685,280.77665,136.74505,164.9701,155.6864
dapE,440.3515,405.9749,384.6841,282.04415,407.3177,397.9468,177.43985,364.42875,485.33,382.68135,189.2337,204.49585,371.1995,323.52875,183.39215,200.94385
ypfN,364.2054,328.131,248.58385,221.9542,371.8647,302.02625,213.99015,265.64865,350.4043,311.90355,149.61175,172.28325,264.07085,228.0702,188.79025,169.3311
ypfH,236.2509,201.08185,204.22355,161.57585,224.645,224.67325,125.05475,210.3214,219.174,130.12105,168.03785,217.0447,241.7353,199.17795,90.45418,113.872
ypfI,274.5818,230.98055,201.9905,169.5463,270.26775,228.9835,140.06385,290.16325,203.30015,184.40675,149.13305,198.1225,196.87235,281.77375,98.33212,99.60869
ypfJ,307.75905,260.6518,313.617,238.9249,303.12215,248.14995,123.4765,322.8577,288.4935,164.7885,194.30015,210.4252,267.18795,324.68495,116.97925,130.58965
purC,165.4618,128.0835,459.26695,305.93815,124.48335,125.44245,60.582285,314.88065,494.74465,178.26815,167.87735,349.02975,262.39235,299.702,215.86605,247.9131
nlpB,3633.904,3141.292,3974.029,3336.7045,3637.2855,3813.4495,2075.7675,4737.058,6008.2365,3536.708,2640.3895,3637.8125,5063.364,4561.7745,3041.9455,2107.2585
dapA,1902.2835,1698.2835,2166.5855,1433.1145,2116.453,2093.8825,722.29655,2511.2055,2971.2205,1236.534,1397.0285,1368.472,2486.4345,2171.5345,1136.4885,844.723
gcvR,585.44015,605.0315,499.86035,370.59565,605.81665,723.99425,213.61415,996.1271,481.6275,285.70955,298.37585,266.16195,586.37755,803.17155,230.46375,160.81345
bcp,784.3973,823.11505,989.5294,776.5848,800.8656,825.6223,406.0164,1594.016,1088.882,711.54585,445.9463,358.62605,645.7634,1483.8475,661.3697,319.05305
hyfA,16.59975,12.41222,9.1873975,7.4825525,11.469302,9.8250595,10.132253,17.527025,4.658958,4.787824,7.8513285,6.0386595,7.0144935,13.44605,5.326734,4.728148
hyfB,24.6479,20.89012,10.010821,9.340453,26.11981,16.03146,11.217925,15.212425,9.2267545,7.750709,5.4845505,7.313502,12.11637,13.97051,2.417253,3.6612385
hyfC,10.4967625,12.2478075,4.5238605,5.001977,9.993552,6.8612745,3.8898025,4.0723315,4.378702,4.5476485,3.905368,4.0978235,6.018836,3.122692,2.266709,2.3771385
hyfD,8.7788805,10.639185,7.8340555,3.131792,11.316725,4.298971,5.7537325,6.790282,2.7497655,5.1372205,2.6502625,2.7015925,3.9405385,9.0450585,2.16019,2.302065
hyfE,12.13677,9.9674505,7.9624835,7.294789,8.4697515,7.8358905,6.4269295,6.9102685,4.3339065,2.68365,5.2058665,3.2094055,5.5631525,6.154041,2.702667,2.2425105
hyfF,20.635005,21.7738,11.2064635,8.8523595,20.700305,13.79211,12.634395,16.542875,10.0965365,7.616208,7.625439,7.634954,12.556795,14.07604,6.0860365,5.482834
hyfG,33.465415,30.21985,27.50197,19.744385,40.236185,27.43638,17.88803,28.956365,25.78861,19.01458,15.241125,19.93529,22.063535,27.6521,13.75552,15.66351
hyfH,34.08556,37.781935,26.629005,22.85909,46.441085,36.259865,19.972405,23.425145,27.37752,19.258205,22.811205,21.625905,24.78358,25.44867,12.370775,15.53544
hyfI,19.01216,17.46304,12.700803,11.83796,18.784465,11.27311,9.143983,9.200763,12.73621,8.227333,6.786788,10.947,13.101085,6.2632095,4.40877,5.4855835
hyfJ,29.232155,28.77402,18.03795,14.41898,30.73994,21.625525,14.336865,13.80135,13.818895,13.33617,11.82601,10.5591465,16.739175,12.437255,7.039375,8.183035
hyfR,20.31146,19.6947,10.719483,7.0523265,16.77466,12.2360405,9.1040425,12.500415,9.4547765,6.832319,5.917439,4.0634925,8.977977,7.856903,2.9990785,2.4808925
focB,37.94675,36.140935,20.751945,19.8476,31.79039,22.506465,15.11863,25.989315,16.397305,11.93901,16.95428,14.629645,19.57949,23.244605,9.237194,6.5795595
yfgO,223.50575,197.3131,169.8404,129.3513,237.4891,167.5019,102.97613,212.88995,149.6894,119.1121,135.36385,111.76325,197.503,196.9094,68.366885,71.246355
yfgC,367.72265,329.92185,205.58575,159.42555,426.7194,351.34785,168.82445,236.33615,283.42565,151.2477,161.45185,206.5367,487.73975,217.55865,105.20625,98.2775
yfgD,254.74825,213.4059,167.03465,140.8357,307.0943,265.1772,135.4712,183.9852,183.0566,127.24115,123.723,144.86095,392.5121,166.58575,83.966765,75.982455
hda,386.0863,319.2369,371.80245,284.75545,331.02805,259.68975,215.4403,433.8794,307.8762,315.4316,285.0854,324.2393,336.6182,474.77745,148.2134,209.871
uraA,141.40015,89.871625,200.1533,139.10625,89.260905,70.20858,57.446835,135.53665,87.012715,133.56935,173.04065,113.3324,183.77895,182.6025,34.45801,80.282925
upp,9996.4845,5502.769,7800.7265,7555.7145,5491.334,4229.8205,5130.042,7300.747,7117.298,12388.345,8920.115,8199.4965,11460.4,9357.9195,2944.6545,4526.1965
purM,140.64025,103.924035,370.17425,242.0731,92.43143,73.85678,47.04319,152.00855,354.3986,83.864385,172.3864,587.11565,708.64215,174.1831,114.56685,104.773965
purN,281.5699,219.65125,249.45225,165.35445,233.2984,228.0893,99.898405,178.6638,241.10335,93.48205,190.5039,382.97685,444.1252,180.9876,100.510415,74.67112
ppk,440.3056,418.1014,490.73775,343.0843,508.9947,471.3226,205.24535,508.15835,440.8083,243.14435,278.96965,273.13285,504.7831,464.3109,237.14715,218.0091
ppx,359.52205,324.26205,369.7328,288.03295,417.4405,327.5614,165.7522,409.5508,375.91875,233.58105,200.34005,241.134,401.7077,377.0881,178.9451,165.45725
yfgF,22.96069,17.040625,15.88406,12.09624,19.22227,11.7307985,11.6892655,11.66522,7.507932,8.4137375,6.300814,7.328785,8.8642805,15.25421,6.381442,9.4371485
yfgG,1249.465,1406.2525,822.57925,749.18395,1398.0635,1185.0455,854.4203,1314.7315,771.20935,906.81445,901.7729,533.5705,1273.9795,1242.091,666.5693,728.6987
yfgH,23.85818,15.034975,10.051518,10.008193,15.45411,10.412425,10.021553,11.798135,9.561922,12.59187,10.330275,7.194168,10.2554975,11.83771,6.429075,7.0817535
yfgI,33.62755,27.876545,23.430035,21.46188,28.87898,18.53897,16.64979,19.895785,18.628975,18.212585,14.679575,17.18018,21.328275,21.59016,11.27702,11.3011
guaA,1281.6885,974.48295,2974.7135,2087.81,1084.6925,1134.9245,525.55085,2410.7765,2559.147,1417.905,1705.924,2175.823,2592.0625,2389.294,1247.3335,1554.5875
guaB,425.07245,219.20565,1642.6525,1087.148,260.6989,177.80585,130.2122,929.4476,1581.0705,809.15235,635.1475,1589.041,1327.2295,1070.7095,529.6322,958.8356
xseA,664.2834,450.0601,186.8089,164.0541,795.88985,384.5583,413.4458,429.186,292.5078,396.4979,311.08035,307.763,514.6233,304.8671,170.6799,94.20029
yfgJ,803.0449,640.69585,591.72095,525.654,663.4376,576.3748,491.49895,690.93905,722.90785,622.6867,523.7052,434.67145,844.18635,535.46895,492.25215,348.2856
der,2516.9385,1889.501,1650.556,1315.094,2015.99,1792.1915,1144.155,2184.487,2134.9875,1514.259,1643.246,1209.846,2685.4045,1840.7345,866.97745,707.99925
yfgL,1973.55,1600.0735,1491.1755,1121.094,1847.3505,1623.4755,839.9074,1758.8175,1498.335,1014.4435,1174.738,1182.207,2267.5595,1457.067,551.13675,558.0616
yfgM,3165.9545,2432.338,2375.226,1939.495,2751.0095,2580.253,1634.80055,2669.9075,2984.727,2108.1225,1889.4505,2047.3675,3436.7725,2361.253,1657.68155,1133.9444
hisS,1709.2305,1382.9905,1656.627,1050.015,1664.614,1499.198,744.2283,1806.4855,1564.9265,1139.352,1224.5005,1258.683,1960.927,1764.7305,667.4514,573.6276
ispG,3323.802,2575.024,1914.6355,1697.657,3172.964,2785.908,1745.488,2842.9815,2512.0145,1919.1725,1876.452,1959.109,2839.776,2282.586,1262.649,1087.759
yfgA,1326.293,1136.94335,863.8645,636.35995,1423.2125,1147.17635,584.91965,1097.14325,908.63085,614.40395,819.4416,762.8912,1107.61515,942.1695,341.8355,363.90905
yfgB,1174.8725,923.376,768.37985,584.5465,946.369,858.24645,477.73095,1182.2565,712.0787,677.7916,842.51575,661.52865,1074.0347,1011.9675,324.75985,270.56785
ndk,2763.9175,2343.939,1303.201,960.84285,1741.4315,1396.931,870.0472,1273.621,894.5097,890.50305,1050.4498,629.1749,1736.771,1460.0555,242.49815,274.1878
pbpC,53.659925,52.245285,20.667995,18.654035,45.220165,38.447385,28.37271,25.42012,30.646915,13.95525,23.65124,21.62713,24.27964,21.958845,10.5199095,6.530076
yfhM,147.25405,153.2637,77.228285,59.584435,171.5643,141.10265,72.21449,87.884855,79.523715,43.557875,99.941755,74.65571,101.8289,86.7842,40.86448,32.50013
sseA,784.9665,748.51805,730.7556,451.17035,691.9465,801.9086,230.21285,276.8879,643.0117,126.247,431.63985,368.8241,552.62105,455.24795,295.9811,359.5598
ryfA,355.0371,365.64935,228.71525,121.0407,355.91225,251.4421,121.40605,283.37665,165.5892,110.4345,242.75635,117.9997,262.06655,283.59725,100.99687,50.57896
sseB,1474.7935,1096.503,972.02065,787.55985,1504.46,1204.9255,699.63975,1315.353,1481.373,821.79825,1573.7405,869.21135,1239.3785,1074.46465,666.8923,479.20195
pepB,1372.374,1056.6845,1288.738,840.46805,1490.236,1201.86,540.8442,1242.661,1469.2115,691.63295,1221.819,946.2895,1273.2355,1085.1455,510.61005,537.7091
yfhJ,3182.6985,2433.6645,1817.9705,1542.432,3078.2295,2022.6205,1457.8785,2756.842,2342.5875,1810.948,1915.9165,1608.102,2365.153,2208.3535,1212.9425,877.38105
fdx,3296.3085,2730.8115,2135.337,1661.3875,3248.1215,2307.119,1400.7395,3272.7595,2599.2865,1888.6,2386.8685,1702.3455,2726.8145,2612.8745,1197.6285,922.20925
hscA,1789.798,1355.741,1118.316,802.2961,1694.086,1040.37595,701.47215,1617.045,1370.928,1079.7705,1173.4875,893.20665,1238.894,1186.262,492.112,432.80395
hscB,2561.7165,1958.981,1226.2215,890.5148,2422.2975,1464.9165,946.9963,2130.995,1914.2355,1261.627,2788.173,760.184,1484.7505,1569.3625,673.87145,436.693
iscA,4569.932,3769.5075,2719.9675,1532.95,4151.6045,3059.7695,1205.9805,4953.66,3025.909,1690.495,7644.857,1469.4435,3225.394,2947.1555,1084.54745,775.69065
iscU,6676.184,5070.7005,4436.458,3408.681,5605.6975,4783.7165,2936.962,5969.4865,6252.467,4164.0675,11689.475,2545.5875,5125.5025,4023.9045,3305.55,2077.5925
iscS,4620.8,3431.9955,2517.9325,1929.2505,3635.5655,2626.424,1529.9705,3877.1245,4124.2395,2644.978,9432.358,1609.5025,3618.065,2843.794,1276.9525,1026.7118
iscR,3504.6135,3101.6775,1178.8395,861.82655,2656.6235,2180.9375,1164.3255,2821.212,3570.9505,1685.7125,7470.595,866.06335,2038.6165,1779.2855,1531.9045,544.91725
yfhQ,1204.3445,855.72235,1261.37,1020.6098,1059.537,861.3631,583.6718,1726.8285,2163.3115,1282.6995,904.0691,955.01635,1102.7645,2002.9865,1076.0535,855.5064
suhB,898.4024,529.8719,456.69705,270.23085,839.19485,683.63155,452.46735,791.94955,317.9401,586.6605,1005.90585,490.1174,1383.04,642.1136,127.44805,144.6748
yfhR,44.80358,38.289595,19.80722,14.70304,39.570035,24.52205,25.63278,32.139,12.154565,20.297125,27.625965,16.63348,28.818595,26.49676,8.72955,6.4759975
csiE,119.8432,136.24055,62.71403,40.24432,99.382015,106.572835,40.96185,24.35664,92.78717,10.304946,81.77513,47.158245,50.372845,36.64761,40.52139,30.71934
hcaT,472.82945,419.86705,125.49435,112.8717,450.4683,283.56425,266.20415,205.6166,141.0628,117.0615,211.10035,149.96265,231.67785,233.48265,59.78684,57.80682
hcaR,1210.5745,1372.178,188.8123,133.2373,1146.7545,845.44245,584.31725,131.2736,259.54335,74.173085,146.33785,115.00575,269.2328,234.1306,97.40131,46.85444
hcaE,89.357875,75.885445,24.776465,18.71512,104.27525,65.72034,43.781705,41.054685,18.49255,16.380195,32.73041,26.965705,43.213015,30.47452,8.7101,6.8190075
hcaF,78.391945,76.440055,23.372625,16.62215,103.76295,57.620545,40.97971,37.887995,18.222395,15.742025,27.14865,26.59034,45.70588,34.761705,8.9360015,9.7479395
hcaC,70.730535,69.25535,39.756725,27.835425,89.26709,58.02063,35.294635,47.517655,26.141475,20.92904,30.06922,24.84021,41.47585,36.204105,12.61057,14.5286
hcaB,81.12346,67.782055,39.45555,28.58842,106.02569,53.20877,41.659305,42.0162,31.10194,21.594245,24.903205,35.37321,47.046215,37.804365,10.32006,14.475765
hcaD,64.572945,48.250025,33.59887,20.733725,67.390575,38.87895,28.00486,35.58169,21.97315,18.5598,22.962275,31.051755,34.689125,28.570815,10.272688,14.96627
yphA,47.54202,47.58634,60.18993,27.77484,73.881875,47.58193,21.787835,32.37039,45.51417,14.670165,21.088505,55.352045,114.1761,28.134055,19.8016,10.6663445
yphB,51.979835,42.542445,35.166415,30.261015,52.595925,36.159105,24.27301,36.77579,34.375665,28.07265,24.368545,26.544235,40.13324,37.41684,12.66472,16.519485
yphC,45.77146,33.554935,35.06699,26.585045,40.542535,31.942395,16.29983,33.64594,25.63388,18.460135,21.691025,19.582355,31.747315,29.53879,7.8867215,12.265095
yphD,74.774555,57.311815,50.651975,41.31904,65.96605,55.3457,22.659935,47.77617,29.01739,19.294345,23.220985,23.87147,32.77916,35.690065,10.3259445,11.139225
yphE,15.49191,16.153125,9.798,11.88797,17.22052,6.1600245,6.665827,9.167127,6.203007,8.0670785,5.3734895,6.3857185,10.777035,10.890087,2.269702,3.942489
yphF,11.406795,11.424605,9.185559,8.077835,12.45857,6.727283,6.3424255,5.6754605,5.5412935,5.451242,3.6014,3.7780675,6.6352395,6.4045505,2.989371,3.194835
yphG,18.51621,16.470895,11.887055,7.7469915,20.023285,11.27262,10.1478375,12.26745,9.2068165,6.1730655,6.9629895,4.3852265,6.9019915,10.359337,3.7548325,5.0926705
yphH,32.35016,31.154765,27.5617,18.057195,35.36688,25.55735,15.221325,30.566365,25.920385,18.034275,21.57274,15.422595,24.94918,25.998375,12.754525,10.2423755
glyA,3188.491,2760.309,3814.4595,3018.6575,3022.9365,3949.668,1320.392,2901.307,4657.3555,3878.0465,2671.048,3034.887,5060.5555,3221.077,2019.5565,2680.54
hmp,30.85608,28.06337,84.86742,71.32045,28.747005,21.84445,10.7875855,57.05408,105.706135,44.2571,64.590095,18.02376,28.70939,81.57246,23.408875,40.45351
glnB,389.20885,311.99495,326.08945,247.55985,416.42375,321.4065,164.7059,358.0553,325.181,180.0945,211.77435,222.717,417.10915,332.2158,152.0904,137.3884
yfhA,198.5572,171.2876,147.89835,122.3632,235.34045,163.2676,103.6428,162.27385,165.79955,112.2798,92.350565,126.0499,162.8441,142.23095,65.071835,68.844435
yfhG,306.5975,267.75265,163.28765,143.97655,302.90595,246.1279,168.9791,235.4068,209.6373,148.39765,149.6811,167.71005,221.5497,202.1623,103.896695,95.39644
yfhK,232.8807,217.9099,94.768225,70.854595,203.95805,124.78285,93.22794,137.01185,96.041295,65.377645,78.950305,65.866115,107.40255,133.99955,36.58614,33.347145
tke1,985.2035,1032.742,2865.0385,3077.421,1141.39085,681.6938,689.26025,2645.8385,1033.52075,1655.1765,961.1425,954.15735,2222.8065,2416.51,839.7229,1917.1965
purL,76.45463,53.27665,140.45765,114.84,56.16841,37.944695,31.32802,65.46808,193.40015,52.139585,48.995345,223.03335,211.89695,66.63276,71.117085,84.776155
yfhD,67.71332,58.498725,32.28317,22.15325,48.90854,45.44931,30.877435,61.523485,25.09178,28.94885,52.813685,24.78305,38.203715,48.45918,15.013895,12.56101
tadA,540.96285,357.2362,354.0627,259.1302,396.14235,338.8772,208.49385,551.64085,301.1024,343.08,312.69625,252.56825,411.4708,435.9226,112.66,166.4997
yfhB,265.15355,278.3354,341.7433,176.2396,289.5285,288.1661,82.50053,452.69905,238.8294,127.33695,257.151,215.00885,365.6136,440.14505,74.999105,121.09845
yfhH,206.5345,194.08365,134.53595,96.896335,218.40925,147.78915,111.9971,130.77655,165.69945,90.7962,119.1187,121.84825,170.16775,126.65395,75.3907,41.60212
yfhL,295.37865,278.7198,81.50743,54.093725,257.53285,165.77405,130.12685,161.2319,81.51985,96.22277,108.05265,73.629225,235.79435,136.77195,39.59669,37.765035
acpS,231.88825,201.85355,216.5943,177.74835,251.1206,237.67525,117.38695,222.90685,254.32775,164.1223,160.33495,188.852,263.3781,227.6641,115.0293,112.2872
pdxJ,438.0749,324.5345,478.90345,358.7507,412.6566,374.5473,217.14835,349.6852,459.21545,301.1583,261.7528,307.66505,427.41785,354.63745,172.4436,198.7575
recO,319.7207,235.92325,168.44115,123.3471,313.30005,198.80855,144.66375,218.42075,135.875,151.2273,137.25295,169.24885,232.5896,202.50395,56.821345,66.81639
era,832.4254,697.09395,482.1642,334.0606,812.7279,647.6202,371.4699,647.91155,431.4183,454.83855,598.54245,495.02225,819.2507,589.61995,198.3627,210.012
rnc,775.23755,604.991,348.58425,281.9557,722.66605,591.80765,308.82415,536.60585,427.063,423.21775,500.1017,386.59245,744.5529,434.1285,162.2753,123.06565
lepB,1665.0665,1247.3275,1513.0565,1130.007,1357.0775,1255.5515,841.10995,1268.765,1763.6895,1308.6945,1224.385,1318.934,1873.6075,1434.2565,767.88895,679.58755
lepA,990.8848,819.47505,853.2257,576.46115,873.06115,807.47625,347.5698,945.5329,1019.7984,559.0889,865.61375,734.14565,1213.7085,949.5781,297.81725,297.89805
rseC,625.18355,592.13595,313.06195,248.45525,554.9483,571.66295,303.2074,610.0161,301.608,316.18295,402.9629,325.343,925.73485,460.4117,136.27715,170.5585
rseB,647.2326,643.037,365.02495,228.301,592.371,667.7317,227.258,678.8003,332.99155,256.2952,478.63905,368.4139,1334.378,606.92085,157.28315,176.2026
rseA,1397.2645,1292.902,778.83815,530.99675,1212.673,1644.504,662.87355,1007.512,666.86525,600.501,1280.6495,940.872,4093.4945,931.3183,295.16025,534.2131
rpoE,1316.638,1298.8395,809.8423,538.0689,1093.2175,1671.072,751.1926,1146.855,747.9088,677.6295,1249.9705,873.4986,3699.9965,957.2533,441.40175,665.8799
nadB,48.978415,40.17436,39.84493,24.40655,31.945365,22.114315,29.38849,43.165435,28.231255,1576.1245,31.22918,12.4091,21.529895,33.0401,11.25972,1063.5787
yfiC,344.9565,311.84715,134.93995,92.848355,309.33975,216.44455,135.3674,254.99275,113.58955,99.94378,104.9006,141.35165,243.28765,228.76075,40.5473,47.813685
srmB,1861.2695,1184.6255,1385.6955,920.3346,1445.6775,1154.769,590.0599,1563.481,1445.5825,914.95055,921.78495,960.5882,1990.59,1642.936,413.00375,373.999
yfiE,98.02791,97.779745,67.952865,45.348045,103.60405,73.279305,41.568005,84.47745,41.71884,29.293705,46.72823,30.340665,62.829425,71.071405,18.731095,24.39187
yfiK,27.757555,23.448495,13.839963,13.01212,22.460315,21.83754,12.0609285,19.994645,13.0695445,11.4253015,15.821545,11.6198485,15.115195,16.17256,9.389766,8.934248
yfiD,52.322905,50.466675,2386.297,1556.894,83.571935,63.311395,34.388965,435.07015,771.9226,570.44365,152.2621,468.6777,230.92275,1231.9,963.02165,1683.239
ung,338.57885,312.66855,265.72055,185.59605,359.096,324.62415,150.53955,273.5232,314.5975,136.8849,249.3932,203.61115,330.39395,254.7614,131.8848,112.09804
yfiF,875.47675,603.79385,1039.812,580.05735,583.726,648.99305,366.89925,846.533,810.1241,482.09815,614.53555,460.4662,829.652,739.7643,348.75475,320.9396
trxC,265.4213,253.37585,100.506925,72.480125,242.66005,224.47285,132.42955,147.51115,135.99445,81.1859,186.8279,100.220005,195.0146,127.779,64.877175,35.645275
yfiP,228.00245,198.3532,117.5179,89.85328,197.52655,173.94835,123.53725,197.95255,116.3525,136.75645,157.54905,118.455,182.65415,163.3554,69.25399,58.631365
yfiQ,229.55355,255.9131,370.7104,296.77895,244.50405,298.9746,101.5127,151.13185,384.00065,97.98784,112.9658,186.07685,221.33805,310.6562,215.02645,294.6551
pssA,722.422,642.51715,718.91405,422.6688,764.03755,683.233,245.58115,798.13765,649.815,314.0658,451.07705,378.57845,725.4649,813.34775,223.8108,187.6808
yfiM,151.7522,127.6593,67.748885,62.404885,170.77195,98.6768,107.073755,104.875695,97.85854,113.08099,55.455705,56.659175,113.66485,95.528655,50.650605,42.91284
kgtP,9786.462,9651.7255,4564.7425,3212.678,11551.605,6748.763,4874.468,6856.5055,4021.7165,4742.939,3683.763,2652.7295,7940.068,5735.33,2226.3065,2002.144
